Lighting,Weather,HWY_Factor,Factors_Ro,X,Y,Crash_Seve,Crash_Date,Distance,Dir,Agency,Accident_R,AREA,PERIMETER,WARD,ACRES,SQ_MILES,AREA_1,LEN,Primary_St,Secondary_
DAYLIGHT,CLEAR,NONE,DRY,-115.11172320000001,36.16930424,PROPERTY DAMAGE ONLY,09/25/2016,233,S,LVMPD,2322957,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,28TH ST,CEDAR AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.06219080000001,36.18129176,INJURY CRASH,09/25/2016,0,AT INT,LVMPD,2322964,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR612,E WASHINGTON AVE
,CLEAR,,,-115.15755190000002,36.15871723,PROPERTY DAMAGE ONLY,09/25/2016,250,E,LVMPD,2354065,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR159,S GRAND CENTRAL PKWY
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.1672514,36.14829679,PROPERTY DAMAGE ONLY,09/25/2016,50,N,NHP,2357267,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DAYLIGHT,CLEAR,NONE,WET,-115.1602263,36.15736325,PROPERTY DAMAGE ONLY,09/25/2016,1000,N,NHP,2357258,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,IR15N TO SR159E INT41
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.16461840000001,36.14414349,INJURY CRASH,09/25/2016,0,AT INT,LVMPD,2354071,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,INDUSTRIAL RD,NORTHBRIDGE LN
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.1675463,36.14796114,PROPERTY DAMAGE ONLY,09/25/2016,100,S,NHP,2357264,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DAYLIGHT,CLEAR,NONE,WET,-115.1762125,36.13811676,PROPERTY DAMAGE ONLY,09/25/2016,1000,S,NHP,2330149,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15N,IR15N TO SR589W/E INT40
DAYLIGHT,CLEAR,NONE,DRY,-115.27322029999999,36.15893062,INJURY CRASH,09/25/2016,0,AT INT,LVMPD,2322968,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR159,S TOMSIK ST
,CLEAR,,,-115.2440042,36.16262397,PROPERTY DAMAGE ONLY,09/25/2016,0,AT INT,LVMPD,2322971,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR595,BERNIE MARCUS DR
DAYLIGHT,CLEAR,NONE,DRY,-115.2477348,36.17963544,PROPERTY DAMAGE ONLY,09/25/2016,150,E,LVMPD,2322951,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,TRADING POST LN,CODY PASS
DAYLIGHT,CLEAR,NONE,DRY,-115.24156740000001,36.16628395,INJURY CRASH,09/25/2016,150,E,LVMPD,2322952,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,ALTA DR,LORENZI ST
DAYLIGHT,CLEAR,DEBRIS,DRY,-115.2441873,36.17723137,INJURY CRASH,09/25/2016,300,N,NHP,2330146,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,MILE MARKER 80.737
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.1747351,36.13979336,PROPERTY DAMAGE ONLY,09/25/2016,250,S,NHP,2357268,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15N,IR15N TO SR589W/E INT40
DAYLIGHT,CLEAR,NONE,DRY,-115.2347939,36.15901058,PROPERTY DAMAGE ONLY,09/25/2016,0,AT INT,LVMPD,2354064,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,S TORREY PINES DR,SR159
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.2436869,36.17658303,INJURY CRASH,09/25/2016,10,N,NHP,2357272,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR595,SR595S TO US95S
DAYLIGHT,CLEAR,NONE,DRY,-115.1735518,36.174093799999994,INJURY CRASH,09/25/2016,10,S,NHP,2357262,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR599,SR599 N TO US95/IR15S INT77
DAYLIGHT,CLEAR,NONE,DRY,-115.18016259999999,36.18095493,INJURY CRASH,09/25/2016,0,AT INT,LVMPD,2354066,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,W WASHINGTON AVE,OASIS AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.2428098,36.19581613,INJURY CRASH,09/25/2016,5,S,NHP,2330147,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N TO LAKE MEAD BLVD E INT82,LAKE MEAD BLVD
DAYLIGHT,CLOUDY,NONE,DRY,-115.1455365,36.18061834,PROPERTY DAMAGE ONLY,09/25/2016,100,S,NHP,2357260,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15S TO US95N/MLK N/S INT42,IR15S
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.23308999999999,36.20307101,INJURY CRASH,09/25/2016,33,W,LVMPD,2354060,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SMOKE RANCH RD,N TORREY PINES DR
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.1751878,36.17643864,INJURY CRASH,09/25/2016,50,N,NHP,2357274,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SR599,US95N TO SR599N INT77B
DAYLIGHT,CLEAR,NONE,DRY,-115.225477,36.26090691,INJURY CRASH,09/25/2016,0,AT INT,LVMPD,2322962,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,ANN RD,JONES BLVD
DARK - CONTINUOUS LIGHTING,CLEAR,,DRY,-115.2335243,36.2758225,PROPERTY DAMAGE ONLY,09/25/2016,0,AT INT,NHP,2357255,79754033.88435799,70999.41665965,0,1830.90800968,2.86079377,79754033.8843,70999.41665960001,W CENTENNIAL PKWY,N TORREY PINES DR
DARK - NO LIGHTING,CLEAR,NONE,DRY,-115.2791837,36.24817841,INJURY CRASH,09/25/2016,0,AT INT,LVMPD,2354072,184898368.163071,153149.59033016,0,4244.699443500001,6.63234288,184898368.163,153149.59033,N DURANGO DR,LONE MOUNTAIN RD
DAYLIGHT,CLEAR,NONE,DRY,-115.285394,36.30333274,INJURY CRASH,09/26/2016,5,E,LVMPD,2322994,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,SHADY PINES DR,N EL CAPITAN WAY
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.3125031,36.15881193,INJURY CRASH,09/26/2016,459,E,LVMPD,2323007,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,SR159,S HUALAPAI WAY
DAYLIGHT,CLEAR,NONE,DRY,-115.2871763,36.17698467,PROPERTY DAMAGE ONLY,09/26/2016,0,AT INT,NHP,2357316,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,RAMPART BLVD,SUMMERLIN PKWY E TO RAMPART BLVD
DAYLIGHT,CLEAR,NONE,DRY,-115.09490919999999,36.17334472,INJURY CRASH,09/26/2016,50,E,LVMPD,2322999,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,E BONANZA RD,BLUE LAGOON DR
DAYLIGHT,CLEAR,NONE,DRY,-115.09826070000001,36.17515376,INJURY CRASH,09/26/2016,685,S,LVMPD,2322981,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,N PECOS RD,HARRIS AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.1313513,36.17388393,INJURY CRASH,09/26/2016,0,AT INT,LVMPD,2322987,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,E BONANZA RD,N 11TH ST
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.118889,36.1575842,INJURY CRASH,09/26/2016,0,AT INT,LVMPD,2323006,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,BALLARD DR
DARK - SPOT LIGHTING,CLEAR,,WET,-115.1661681,36.14952647,PROPERTY DAMAGE ONLY,09/26/2016,600,N,NHP,2357338,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
,CLEAR,,,-115.06219779999999,36.188256200000005,PROPERTY DAMAGE ONLY,09/26/2016,150,S,LVMPD,2354073,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR612,OWENS AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.16656200000001,36.14907931,PROPERTY DAMAGE ONLY,09/26/2016,400,N,NHP,2357326,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DAYLIGHT,CLEAR,NONE,DRY,-115.1324071,36.17125876,INJURY CRASH,09/26/2016,100,S,NHP,2357329,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,US95N,US95N TO SR604 N/S INT75B
DAYLIGHT,CLEAR,NONE,DRY,-115.17278490000001,36.15943227,INJURY CRASH,09/26/2016,250,N,LVMPD,2322989,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,RANCHO DR,SR159
DAYLIGHT,CLEAR,NONE,DRY,-115.24393459999999,36.16207731,INJURY CRASH,09/26/2016,200,S,LVMPD,2322982,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR595,BERNIE MARCUS DR
DUSK,CLEAR,OTHER HIGHWAY,DRY,-115.21996170000001,36.17842312,INJURY CRASH,09/26/2016,0,AT INT,LVMPD,2354088,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SAYLOR WAY,GRANADA AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.19982730000001,36.14930106,INJURY CRASH,09/26/2016,12,N,LVMPD,2354090,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,ARVILLE ST,EL PARQUE AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.17313840000001,36.1461465,INJURY CRASH,09/26/2016,450,S,LVMPD,2354085,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,RANCHO DR,GLEN HEATHER WAY
DAYLIGHT,CLEAR,NONE,DRY,-115.168346,36.14393731,PROPERTY DAMAGE ONLY,09/26/2016,100,E,NHP,2357286,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR589,HIGHLAND DR
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.24443490000002,36.20096811,INJURY CRASH,09/26/2016,300,S,NHP,2357328,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95N,RAINBOW BLVD TO US95N INT82
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.16040579999999,36.16301616,INJURY CRASH,09/26/2016,250,S,NHP,2357335,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,IR15S TO MLK/SR159 INT41
DAYLIGHT,CLEAR,NONE,DRY,-115.24491110000001,36.17899124,INJURY CRASH,09/26/2016,100,W,NHP,2357307,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S TO SR595N/SR595S INT81,US95S TO SUMMERLIN W INT81
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.24460149999999,36.18381936,PROPERTY DAMAGE ONLY,09/26/2016,1000,N,NHP,2357311,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S,US95S TO SUMMERLIN W/SR595N/SR595S INT81
DAYLIGHT,CLEAR,NONE,DRY,-115.2234013,36.20291182,INJURY CRASH,09/26/2016,100,E,LVMPD,2323001,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,SMOKE RANCH RD,JONES BLVD
DAYLIGHT,CLEAR,NONE,DRY,-115.1505111,36.17731895,PROPERTY DAMAGE ONLY,09/26/2016,200,S,NHP,2357306,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15N,IR15N TO FRCL40 N/S INT43
DAYLIGHT,CLEAR,NONE,DRY,-115.1508133,36.17420956,PROPERTY DAMAGE ONLY,09/26/2016,140,S,NHP,2357387,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15N TO US95S INT42,US95S
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.14104009999998,36.17074306,PROPERTY DAMAGE ONLY,09/26/2016,0,AT INT,LVMPD,2354074,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,N 4TH ST,E OGDEN AVE
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.14783529999998,36.17523147,PROPERTY DAMAGE ONLY,09/26/2016,200,S,NHP,2357280,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N TO IR15S INT42,US95N
DAYLIGHT,CLEAR,NONE,DRY,-115.24371950000001,36.19582525,INJURY CRASH,09/26/2016,10,N,NHP,2357323,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N TO LAKE MEAD BLVD W INT82,LAKE MEAD BLVD
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.1607744,36.17568794,PROPERTY DAMAGE ONLY,09/26/2016,0,AT INT,NHP,2357296,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,MARTIN L KING BLVD,FRCL54/MLKING TO US95N INT76
DAYLIGHT,CLEAR,OTHER HIGHWAY,DRY,-115.2435882,36.19585273,INJURY CRASH,09/26/2016,50,N,NHP,2357325,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N TO LAKE MEAD BLVD W INT82,LAKE MEAD BLVD
DAYLIGHT,CLEAR,NONE,DRY,-115.27738490000002,36.20065034,PROPERTY DAMAGE ONLY,09/26/2016,0,AT INT,LVMPD,2354084,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,BACHELOR CT,SHELTERED VALLEY DR
DAYLIGHT,CLEAR,NONE,WET,-115.325299,36.23062061,INJURY CRASH,09/26/2016,2200,N,NHP,2357332,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,CC215N,CHEYENNE AVE TO CC215N
DAYLIGHT,CLEAR,NONE,DRY,-115.2524908,36.26292088,PROPERTY DAMAGE ONLY,09/26/2016,0,AT INT,NHP,2357288,553002311.092394,288225.99693598,4,12706.62489887,19.85410141,553498366.595,290462.375356,SR599N TO ANN RD INT90B,ANN RD
DAYLIGHT,CLOUDY,NONE,DRY,-115.3149423,36.28637715,INJURY CRASH,09/27/2016,660,N,LVMPD,2354127,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,N HUALAPAI WAY,W DEER SPRINGS WAY
DAYLIGHT,CLEAR,NONE,DRY,-115.21641840000001,36.26094924,INJURY CRASH,09/27/2016,0,AT INT,LVMPD,2354118,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,ANN RD,BRADLEY RD
DAYLIGHT,CLOUDY,NONE,DRY,-115.25684040000002,36.26673514,PROPERTY DAMAGE ONLY,09/27/2016,250,S,NHP,2357389,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,US95N,ANN RD TO US95N INT90B
DAYLIGHT,CLEAR,NONE,DRY,-115.3231088,36.16060342,INJURY CRASH,09/27/2016,0,AT INT,LVMPD,2354128,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,S TOWN CENTER DR,PARK RUN DR
,CLEAR,,,-115.2976955,36.14701686,PROPERTY DAMAGE ONLY,09/27/2016,1000,N,LVMPD,2354101,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,FORT APACHE RD,SAHARA AVE
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.264352,36.17366517,PROPERTY DAMAGE ONLY,09/27/2016,58,S,LVMPD,2354154,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,CLIFF LN,WESTCLIFF DR
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.30307590000001,36.15884805,INJURY CRASH,09/27/2016,0,AT INT,LVMPD,2354147,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,SR159,APPLE DR
DAYLIGHT,CLEAR,NONE,DRY,-115.2930924,36.13754743,PROPERTY DAMAGE ONLY,09/27/2016,10,S,LVMPD,2354104,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,WATERVIEW DR,MARINER COVE DR
,CLEAR,,,-115.11847900000001,36.15954269,PROPERTY DAMAGE ONLY,09/27/2016,0,AT INT,LVMPD,2323023,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,SR582
DAYLIGHT,CLEAR,NONE,DRY,-115.0712801,36.16626605,INJURY CRASH,09/27/2016,0,AT INT,LVMPD,2323014,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,STEWART AVE,MARION DR
DAYLIGHT,CLEAR,NONE,DRY,-115.13876680000001,36.16081749,INJURY CRASH,09/27/2016,0,AT INT,LVMPD,2323018,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,E BONNEVILLE AVE,S 10TH ST
DAYLIGHT,CLEAR,NONE,DRY,-115.1081659,36.1772418,PROPERTY DAMAGE ONLY,09/27/2016,63,E,LVMPD,2323021,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,HARRIS AVE,MANNING ST
DAYLIGHT,CLEAR,NONE,DRY,-115.115785,36.16641789,PROPERTY DAMAGE ONLY,09/27/2016,0,AT INT,NHP,2357352,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,STEWART AVE
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.1015118,36.14553869,PROPERTY DAMAGE ONLY,09/27/2016,15,W,LVMPD,2354145,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,SR589,SR582
DAYLIGHT,CLEAR,NONE,DRY,-115.0825098,36.18191358,PROPERTY DAMAGE ONLY,09/27/2016,75,W,LVMPD,2354135,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,MIDDLESEX AVE,SNUG HARBOR ST
DAYLIGHT,CLOUDY,NONE,DRY,-115.0948308,36.16601129,INJURY CRASH,09/27/2016,1000,E,LVMPD,2354144,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,STEWART AVE,N PECOS RD
DAYLIGHT,CLEAR,NONE,DRY,-115.24362179999999,36.15714451,INJURY CRASH,09/27/2016,670,S,LVMPD,2354114,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR595,SR159
DAYLIGHT,CLOUDY,NONE,DRY,-115.16159440000001,36.1550598,PROPERTY DAMAGE ONLY,09/27/2016,1600,N,NHP,2330178,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,MLK N/S /SR159 TO IR15S INT41
DAYLIGHT,CLEAR,NONE,DRY,-115.24351829999999,36.15520476,INJURY CRASH,09/27/2016,0,AT INT,LVMPD,2354107,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR595,DEL REY AVE
DAYLIGHT,CLEAR,NONE,DRY,-115.1604283,36.16150529,PROPERTY DAMAGE ONLY,09/27/2016,800,S,NHP,2357388,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15S,IR15S TO MLK/SR159 INT41
DAYLIGHT,CLOUDY,NONE,DRY,-115.20699690000001,36.17300577,PROPERTY DAMAGE ONLY,09/27/2016,300,N,NHP,2357399,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,US95S TO FRCL56/DECATUR BLVD S INT79,DECATUR BLVD
DAYLIGHT,CLEAR,NONE,DRY,-115.22412990000001,36.17434928,PROPERTY DAMAGE ONLY,09/27/2016,0,AT INT,NHP,2357363,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR596,SR596 TO US95N INT80
DAYLIGHT,CLEAR,NONE,DRY,-115.2444097,36.17372058,PROPERTY DAMAGE ONLY,09/27/2016,20,N,NHP,2357367,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR595,WESTCLIFF DR
DAYLIGHT,CLEAR,NONE,WET,-115.1607588,36.17618656,INJURY CRASH,09/27/2016,10,S,NHP,2330173,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,IR15 N/S TO MLK N INT42,MARTIN L KING BLVD
DAYLIGHT,CLEAR,NONE,WET,-115.2443374,36.20055844,PROPERTY DAMAGE ONLY,09/27/2016,450,S,NHP,2330174,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,RAINBOW BLVD TO US95N INT82,US95N
DAYLIGHT,CLEAR,NONE,DRY,-115.20749170000002,36.21754314,INJURY CRASH,09/27/2016,150,N,NLPD,2359878,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,N DECATUR BLVD,SR574
DAYLIGHT,CLOUDY,NONE,DRY,-115.22530790000002,36.20261257,PROPERTY DAMAGE ONLY,09/27/2016,120,S,LVMPD,2354139,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,TUCUMCARI DR,SMOKE RANCH RD
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.16050120000001,36.17510642,INJURY CRASH,09/27/2016,50,E,LVMPD,2354094,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N,MILE MARKER 75.995
,CLEAR,,,-115.1607996,36.19726512,PROPERTY DAMAGE ONLY,09/27/2016,50,S,LVMPD,2354116,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,MARTIN L KING BLVD,HASSELL AVE
DARK - SPOT LIGHTING,CLOUDY,NONE,DRY,-115.24284320000001,36.19581159,PROPERTY DAMAGE ONLY,09/27/2016,15,S,NHP,2357393,396602583.98757404,258219.53201136,5,9105.88864499,14.22795101,396650922.76699996,258828.92186799998,US95N TO LAKE MEAD BLVD E INT82,LAKE MEAD BLVD
DAYLIGHT,CLOUDY,NONE,DRY,-115.20650900000001,36.27613118,PROPERTY DAMAGE ONLY,09/28/2016,100,N,NHP,2357453,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,N DECATUR BLVD,CC215S TO DECATUR BLVD INT41
DARK - CONTINUOUS LIGHTING,CLEAR,NONE,DRY,-115.21555390000002,36.27463496,PROPERTY DAMAGE ONLY,09/28/2016,361,N,LVMPD,2354213,1396099629.68306,625331.69844141,6,31991.49041434,49.98670378,1393543746.89,619305.71957,BRADLEY RD,EAGLE CLAW AVE
DUSK,CLOUDY,NONE,DRY,-115.25987659999998,36.16658859,INJURY CRASH,09/28/2016,78,N,LVMPD,2354202,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,S BUFFALO DR,ALTA DR
DARK - CONTINUOUS LIGHTING,CLOUDY,NONE,DRY,-115.2843041,36.13950521,INJURY CRASH,09/28/2016,10,S,LVMPD,2354209,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,LAKE EAST DR,LAKE SAHARA DR
DAYLIGHT,CLOUDY,NONE,DRY,-115.28423259999998,36.15890949,INJURY CRASH,09/28/2016,155,E,LVMPD,2354193,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,SR159,MERIALDO LN
DAYLIGHT,CLOUDY,NONE,WET,-115.2808382,36.17751089,PROPERTY DAMAGE ONLY,09/28/2016,1604,E,NHP,2357458,814842368.871134,159606.44090370002,2,18706.28164028,29.22856507,814842368.871,159606.440904,W SUMMERLIN PKWY,RAMPART BLVD TO SUMMERLIN PKWY W
DAYLIGHT,CLEAR,NONE,DRY,-115.13876680000001,36.16081749,FATAL CRASH,09/28/2016,0,AT INT,LVMPD,11687,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,E BONNEVILLE AVE,S 10TH ST
DAYLIGHT,CLOUDY,OTHER HIGHWAY,DRY,-115.1673301,36.14820736,PROPERTY DAMAGE ONLY,09/28/2016,10,N,NHP,2357451,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,SR589W/E TO IR15N INT40
DAYLIGHT,CLOUDY,NONE,DRY,-115.07155209999999,36.17693059,INJURY CRASH,09/28/2016,0,AT INT,LVMPD,2354185,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,MARION DR,ARROWROOT AVE
DAYLIGHT,CLEAR,DEBRIS,DRY,-115.16157759999999,36.15473819,PROPERTY DAMAGE ONLY,09/28/2016,50,S,NHP,2357419,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,IR15N TO SR159E INT41
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.1159959,36.16990501,PROPERTY DAMAGE ONLY,09/28/2016,50,S,NHP,2357467,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,EASTERN AVE,CEDAR AVE
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.16305430000001,36.1530611,PROPERTY DAMAGE ONLY,09/28/2016,800,S,NHP,2357466,321293667.394449,122795.074116,3,7375.91718487,11.5248706,321293667.394,122795.074116,IR15N,IR15N TO SR159E INT41
DARK - NO LIGHTING,CLOUDY,NONE,DRY,-115.1591422,36.16017271,INJURY CRASH,09/28/2016,1000,E,NHP,2357407,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,IR15N TO GRAND CENTRAL PARK N/S,IR15N
,CLEAR,,,-115.2599961,36.21809672,PROPERTY DAMAGE ONLY,09/28/2016,150,E,LVMPD,2323033,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,CHEYENNE AVE,N BUFFALO DR
DARK - SPOT LIGHTING,CLEAR,NONE,DRY,-115.17420349999999,36.17519484,PROPERTY DAMAGE ONLY,09/28/2016,20,S,NHP,2330182,476978816.39797306,181083.82684135,1,10949.97071439,17.10932924,476978816.398,181083.826841,SR599,SR599 TO US95N INT77
